time,wx,wy,wz
0.020010948181152344,0.09,0.11,-0.01
0.021903038024902344,0.09,0.11,-0.01
0.037780046463012695,0.12,0.11,-0.05
0.03795909881591797,0.12,0.11,-0.05
0.045275211334228516,0.06,0.05,-0.06
0.05535888671875,-0.02,-0.01,-0.06
0.06575393676757812,-0.1,-0.03,-0.04
0.07561111450195312,-0.13,-0.03,-0.02
0.08582305908203125,-0.15,-0.03,0.0
0.09522008895874023,-0.15,-0.02,0.02
0.10599088668823242,-0.15,-0.02,0.03
0.1336989402770996,-0.13,-0.04,0.04
0.1339879035949707,-0.13,-0.04,0.04
0.13565802574157715,-0.11,-0.04,0.03
0.14538812637329102,-0.09,-0.02,0.02
0.15549707412719727,-0.08,-0.01,0.02
0.1655120849609375,-0.05,-0.01,0.01
0.17561602592468262,-0.03,-0.0,0.0
0.18623709678649902,-0.0,0.0,0.0
0.19608592987060547,0.02,-0.01,0.0
0.20665597915649414,0.04,-0.02,-0.0
0.23690199851989746,0.04,-0.07,-0.04
0.23711299896240234,0.04,-0.07,-0.04
0.2373061180114746,0.04,-0.07,-0.04
0.24489688873291016,0.04,-0.08,-0.05
0.25527191162109375,0.03,-0.1,-0.04
0.2650790214538574,0.03,-0.09,-0.04
0.2756180763244629,0.04,-0.06,-0.04
0.2857780456542969,0.05,-0.01,-0.04
0.2952570915222168,0.06,0.02,-0.03
0.30585813522338867,0.06,0.03,-0.02
0.33722805976867676,0.0,-0.0,-0.03
0.3374509811401367,0.0,-0.0,-0.03
0.33767008781433105,0.0,-0.0,-0.03
0.34473204612731934,-0.02,-0.01,-0.04
0.3553171157836914,-0.03,-0.01,-0.03
0.36513710021972656,-0.04,-0.03,-0.03
0.3753829002380371,-0.05,-0.05,-0.02
0.3856239318847656,-0.02,-0.02,-0.03
0.39481019973754883,0.01,-0.02,-0.04
0.4060540199279785,0.03,0.0,-0.05
0.43468618392944336,0.03,-0.0,-0.07
0.43497705459594727,0.03,-0.0,-0.07
0.4358701705932617,0.03,-0.0,-0.07
0.44455718994140625,0.02,0.01,-0.08
0.45449399948120117,0.02,0.01,-0.08
0.4647409915924072,0.01,0.01,-0.08
0.4746510982513428,0.0,0.01,-0.08
0.48609399795532227,-0.0,-0.0,-0.08
0.4947319030761719,-0.03,-0.01,-0.06
0.5061101913452148,-0.02,-0.0,-0.08
0.5358819961547852,-0.02,0.0,-0.08
0.5360610485076904,-0.02,0.0,-0.08
0.5362181663513184,-0.02,0.0,-0.08
0.5441169738769531,-0.02,-0.01,-0.08
0.5548970699310303,-0.03,-0.01,-0.09
0.5642480850219727,-0.03,-0.02,-0.09
0.5742959976196289,-0.03,-0.02,-0.09
0.5856142044067383,-0.02,-0.02,-0.09
0.5943999290466309,-0.02,-0.02,-0.09
0.604949951171875,-0.02,-0.04,-0.09
0.638552188873291,-0.05,-0.09,-0.08
0.638768196105957,-0.05,-0.09,-0.08
0.6389660835266113,-0.05,-0.09,-0.08
0.643779993057251,-0.05,-0.1,-0.07
0.6546900272369385,-0.06,-0.09,-0.07
0.6642310619354248,-0.07,-0.08,-0.06
0.6748631000518799,-0.05,-0.06,-0.07
0.6851060390472412,-0.03,-0.04,-0.06
0.6943340301513672,-0.02,-0.03,-0.05
0.7050371170043945,0.0,-0.03,-0.05
0.7185091972351074,-0.0,-0.03,-0.05
0.7404251098632812,-0.05,-0.04,-0.05
