time,wx,wy,wz
0.006735086441040039,0.17,0.31,0.23
0.028377056121826172,0.01,0.48,0.04
0.02898693084716797,0.01,0.48,0.04
0.03383302688598633,-0.07,0.4,0.01
0.0432581901550293,-0.1,0.32,0.07
0.0539090633392334,-0.03,0.37,0.19
0.06374406814575195,0.17,0.27,0.28
0.07441210746765137,0.47,0.06,0.37
0.08429908752441406,0.74,-0.16,0.41
0.09420108795166016,0.91,-0.37,0.37
0.11795306205749512,0.68,-0.69,0.22
0.1185910701751709,0.68,-0.69,0.22
0.12368512153625488,0.48,-0.7,0.12
0.13312816619873047,0.37,-0.52,0.05
0.1436450481414795,0.36,-0.25,0.03
0.1535649299621582,0.39,-0.06,0.09
0.16407299041748047,0.44,-0.1,0.21
0.17410516738891602,0.52,-0.32,0.36
0.18437504768371582,0.65,-0.61,0.52
0.19434118270874023,0.8,-0.76,0.68
0.2204570770263672,1.14,-0.63,0.94
0.22106695175170898,1.14,-0.63,0.94
0.22323894500732422,1.22,-0.42,1.01
0.23287296295166016,1.17,-0.24,1.04
0.24297809600830078,0.99,-0.26,1.02
0.25356101989746094,0.71,-0.47,0.93
0.2642641067504883,0.37,-0.84,0.77
0.2738630771636963,0.09,-1.22,0.58
0.28453493118286133,-0.1,-1.4,0.47
0.2942819595336914,-0.18,-1.48,0.47
0.3196382522583008,-0.15,-1.13,0.34
0.3201279640197754,-0.15,-1.13,0.34
0.32300519943237305,0.07,-0.75,0.41
0.3328111171722412,0.44,-0.26,0.53
0.3433651924133301,0.91,0.55,0.74
0.3540821075439453,1.41,1.56,0.98
0.3637199401855469,1.86,2.64,1.22
0.3742642402648926,2.05,3.46,1.49
0.3843059539794922,1.86,3.44,1.76
0.3945150375366211,1.48,2.81,1.82
0.42190122604370117,0.27,0.82,1.6
0.422605037689209,-0.38,-0.07,1.46
0.42432498931884766,-0.38,-0.07,1.46
0.43286705017089844,-0.95,-0.63,1.24
0.44351625442504883,-1.41,-1.33,1.03
0.45334911346435547,-1.59,-2.01,0.89
0.4636821746826172,-1.58,-2.64,0.85
0.47411608695983887,-1.5,-2.9,0.86
